food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B2,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Iron,Nutrition Density,
red potato baked,74,0.1,0.008,0.078,0.004,16.7,1.2,2,1.5,0,0.037,65.2,0,0,0,0.2,10.7,0,0.066,0.075,0.1,20.689,
potatoes canned,132,0.3,0.098,0.021,0.1,29.7,0,3.6,4.2,0,0.7,263.5,0,0.1,0.015,22.8,0,0,0,117,2.2,179.8,
potato skin raw,22,0.099,0.093,0.008,0.07,4.7,0,1,1,0,0.053,31.7,0,0.055,0.024,4.3,0,0,0,11.4,1.2,23.697,
shoestring french fries,4,0.1,0.059,0.083,0.06,0.7,0.062,0.099,0.099,0,0.055,1.2,0,0.008,0.092,0.3,0,0.022,0.048,0.3,0.052,1.604,
hash brown potato,144,9,1.3,4.1,3,15.3,0.3,1.4,1.4,0,0.3,26.1,0.041,0,0,0.068,2.9,0,1.4,0.069,0.004,27.245,
baked chips lays,130,2,26,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
corn chips,162,10,1.3,2.7,4.9,17.2,0.031,1.9,1.2,0,0.2,0.3,0.021,0.066,0,0.073,0,0,2.2,0.068,0.021,30.501,
nacho cheese tortilla chips low fat,90,1,0.3,0.4,0.3,18.5,0.8,2.4,1.8,0.6,0.2,0.5,0,0.058,0.039,1.6,0,1,0.088,36.2,1.4,62.9,
corn chips barbecue,1036,64.7,8.8,18.8,32,111.3,0,13.9,10.3,0,1.5,2.4,0,0.1,0.4,3.4,0,0,0,259.4,3,466,
corn chips unsalted,490,29.4,3.8,8,15,50.5,1.2,5.8,3.9,0,0.024,0.9,0,0.1,0.1,1.8,0,1.2,0.026,109.1,1.5,202,
potato chips fat free,860,1.4,0.3,0.06,0.6,190.1,8.4,21.9,17,0,1.5,4.5,0,2.5,0.3,21.1,0,0.029,0.006,79.5,8.1,339.1,
sweet chilli kettle baked chips,99,2.2,0.3,16.9,1.2,2.1,0.4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,
taro chips,11,0.6,0.1,0.1,0.3,1.6,0.04,0.049,0.2,0,0.022,0.064,0,0.088,0.077,0.1,0,0.3,0.078,1.4,0.008,4.042,
potato chips reduced fat,801,35.4,7.1,8.2,18.6,113.7,0.4,12.1,10,0,0.8,1.7,0,0.4,0.5,43.7,0,9.3,0.076,35.7,2.3,252.9,
onion snacks,150,6.8,1.3,4,0.9,19.5,1.4,2.3,1.2,0,0.3,0.6,0.087,0.092,0.048,0.5,0,0.8,0.003,8.7,1.1,40.199,
potato chips cheese,843,46.2,14.6,13.1,16.3,98.1,0,14.5,8.8,6.8,0.8,3.1,0.057,0.3,0.3,92,0,0,0,122.4,3.1,385.109,
yuca cassava chips,9,0.4,0.1,0.1,0.1,1.2,0.006,0.054,0.002,0,0.041,0.062,0,0.049,0.087,0,0,0.067,0.047,0.9,0.099,2.621,
tortilla chips low fat,117,1.6,0.2,0.5,0.8,22.6,0.2,3.1,1.5,0,0.1,0.5,0,0.089,0.001,0.095,0,0.2,0.043,45,0.5,74.368,
ranch flavor tortilla chips,992,48.8,7,14,26.8,124.2,6,14.2,7.9,0,1,6.2,0,0.093,0.1,0,0,0,0.073,265.3,2.7,463.1,
potato chips,161,10.4,3.3,3,3.7,15.9,0.007,2.1,1.4,0,0.021,0.6,0,0.086,0.006,9.3,0,2.7,0.02,7.2,0.5,46.8,
tortilla chips,142,6.2,0.8,1.7,3.2,20.3,0.2,2.1,1.6,0,0.077,0.8,0.2,0,0.031,0.092,0,0,1.1,0.014,0.2,30.699,
sweet potato chips,149,9.1,0.8,2.6,3.4,15.9,2.5,0.8,2.5,0,0.05,1.3,0,0.013,0.069,0,0,2.7,0.08,16.5,0.6,45.4,
nacho cheese tortilla chips,156,8.2,1.2,2.7,3.7,18.2,0.8,2.2,1.5,0,0.2,0.5,0.021,0.2,0,0.038,0.1,0,0,0.002,0.071,30.369,
vegetable chips,134,6.6,0.5,4.1,1.9,17.1,1.1,1.5,1.3,0,0.3,1.8,0,0.019,0.025,1.4,0,1.4,0.027,14.7,0.4,43,
taco flavor tortilla chips,1090,54.9,10.5,32.4,7.6,143.2,0,17.9,12,11.4,1.8,3.6,0,0.5,0.5,2,0,0,0,351.9,4.6,586.5,
potato chips barbecue,970,64.2,15.9,12.9,32.4,104.5,14,15.2,8.7,0,1.3,3.8,0,0.4,0.4,67.1,0,12.2,0.015,99,3.8,362.5,
pita chips,137,4.6,0.4,3.3,0.6,20.5,1.4,3.5,1.1,0,0.3,0.6,0.033,0,0,0.039,0,0,2.1,0.051,0.065,29.893,
potato chips sour cream and onion,1051,67.1,17.6,12.1,34.5,102,0,16,10.3,13.9,1.1,3.6,0.073,0.4,0.4,73.9,0,0,0,142.6,3.2,415.171,
adobo fresco,780,60.2,8.4,43.1,5.9,53.6,5.8,5.8,3.7,0,49.4,63.6,0,0.1,0.037,16.7,0,7.7,0.088,354.2,9.2,503.4,
chili pepper sauce red,3,0.089,0.073,0.096,0.071,0.6,0.4,0.1,0.1,0,0.003,14.1,0,0.042,0.042,4.5,0,0.005,0.018,1.4,0.051,6.755,
creamy ranch sauce mcdonalds,132,14.7,2.2,3.1,8,1,1,0.3,0,5.9,0.2,11.7,0,0.009,0.075,0,0,1,0,8.2,0.039,24.274,
catsup,19,0.066,0.026,0.051,0.065,4.5,3.7,0.2,0.053,0,0.2,11.8,0,0.002,0.073,0.7,0,0.2,0.094,2.7,0.073,8.299,
chili pepper sauce green,3,0.032,0.048,0.037,0.016,0.8,0.4,0.1,0.3,0,0.03,14.1,0,0.002,0.046,10.2,0,0.006,0.036,0.8,0.023,12.206,
red wine vinegar,3,0,0,0,0,0.011,0,0.055,0,0,0.092,14.1,0,0,0,0.053,0,0,0,0.9,0.049,1.221,
fish sauce,6,0.013,0.08,0,0.039,0.7,0.7,0.9,0,0,1.4,12.8,0.058,0.052,0.031,0.012,0,0,0,7.7,0.1,9.498,
coleslaw dressing reduced fat,56,3.4,0.5,1.5,1.3,6.8,6.6,0,0.045,4.3,0.3,6.3,0,0.057,0.084,0,0,0.3,0.068,6.1,0.08,16.403,
sour dressing,21,2,1.6,0.2,0.035,0.6,0.6,0.4,0,0.6,0.094,9,0.023,0.046,0.02,0.1,0,0.2,0.024,13.6,0.091,16.853,
guava sauce cooked,86,0.3,0.014,0.068,0.1,22.6,14,0.8,8.6,0,0.017,213.2,0,0.054,0.047,348.4,0,1.3,0.008,16.7,0.4,397.8,
pizza sauce,136,2.9,1.2,1.2,0.2,21.8,9.5,5.5,5,0,0.9,218.5,0,0,0,0.3,28.5,0,0,0,0.3,35.8,
sweetn sour sauce mcdonalds,48,0.3,0.075,0.091,0.1,11,10,0.2,0,0,0.2,16.1,0,0.037,0.06,0.3,0,0.2,0,1.7,0.2,13.7,
nance syrup,4,0.002,0,0,0,0.8,0.6,0.028,0.3,0,0.035,2.8,0,0.035,0.084,0.4,0,0,0,1.6,0.013,3.227,
french dressing reduced fat,37,2.2,0.2,0.9,0.8,4.7,4.6,0.072,0.2,0,0.072,8.7,0,0.066,0.085,0,0,0.5,0.007,1.8,0.1,9.052,
peppercorn dressing,76,8.2,1.4,2,4.4,0.5,0.3,0.2,0,6.6,0.1,4.3,0.091,0,0,0.09,0.089,0.6,0.049,2.9,0.055,11.946,
sorghum syrup,61,0,0,0,0,15.7,15.7,0,0,0,0.096,4.8,0,0.03,0.051,0,0,0,0,31.5,0.8,48,
ranch dressing fat free,17,0.3,0.007,0.072,0.092,3.7,0.7,0.039,0.088,1,0.1,9.6,0.078,0.079,0.06,0,0,0.033,0.077,7,0.1,11.204,
caesar dressing low calorie,17,0.7,0.1,0.2,0.4,2.8,2.4,0.028,0.053,0.3,0.2,11,0.087,0.038,0.079,0,0,0.1,0.096,3.6,0.016,7.293,
sweet sour dressing,2,0,0,0,0,0.6,0.6,0.082,0,0,0.065,15.3,0,0.073,0,1.3,0,0.4,0.073,0.6,0.078,2.587,
mayonnaise imitation fat free,13,0.4,0.005,0.3,0.031,2.5,1.6,0.043,0.3,1.4,0.1,12.6,0,0,0.029,0,0,0.04,0.023,1,0.008,4.313,
sofrito,488,37.5,0,0,0,11.2,0,26.4,3.5,0,2.4,122.9,0,0.6,0.4,42,0,0,0,41.2,1.9,163.7,
turkey gravy instant,27,1,0.3,0.4,0.3,3.9,0.5,0.8,0.3,1.6,0.3,0.4,0.035,0.013,0.048,0.092,0,0.046,0.06,7.7,0.6,14.333,
teriyaki sauce,16,0.015,0,0,0,2.8,2.5,1.1,0.016,0,0.7,12.2,0,0.074,0.091,0,0,0,0,4.5,0.3,8.733,
tomato sauce,59,0.7,0.1,0.1,0.3,13,8.7,2.9,3.7,0,0.083,223.6,0,0.029,0,0.2,17.2,0,3.5,0.083,0.3,20.864,
barbecue sauce kraft,28,0.053,0.013,0.095,0.005,6.5,5.2,0.1,0.032,0,0.2,8.7,0,0.069,0.001,0.031,0,0.1,0,7.5,0.1,14.388,
cranberry sauce sweetened,418,0.4,0.056,0.057,0.2,107.8,105,0.6,2.8,0,0.076,168,0,0,0.093,5.5,0,2.3,0.075,11.1,0.6,128.8,
coleslaw dressing,62,5.3,0.8,1.4,2.9,3.8,3.2,0.1,0.024,4.2,0.1,6.4,0.032,0.021,0.078,0,0.057,0.5,0.01,2.2,0.01,11.62,
onion gravy dry,77,0.7,0.4,0.2,0.024,16.2,0,2.2,1.4,0.5,1,1,0,0.017,0.046,1.7,0,0,0,67.2,0.2,89.6,
corn syrup light,62,0.09,0,0,0,16.9,16.9,0,0,0,0.065,5,0,0.047,0,0,0,0,0,2.9,0,19.806,
bacon tomato dressing,49,5.3,0.8,1.3,2.9,0.3,0.3,0.3,0.04,0.6,0.1,8.8,0.064,0.083,0.091,1.3,0,0.6,0.031,0.6,0.057,7.942,
pancake syrup,53,0.075,0.025,0.094,0.042,13.9,8.4,0,0,0,0.064,6,0,0.024,0.037,0,0,0,0,1,0.038,15.031,
balsamic vinegar,14,0,0,0,0,2.7,2.4,0.041,0,0,0.071,12.2,0,0,0,0,0,0,0,4.3,0.1,7.129,
ranch dressing reduced fat,29,1.9,0.2,0.4,0.6,3.2,0.6,0.2,0.2,2.4,0.2,9.3,0.022,0.049,0.098,0.051,0,0.2,0.012,6,0.1,11.727,
barbecue sauce mcdonalds,46,0.3,0.09,0.069,0.1,10.3,9.6,0.4,0.4,0,0.3,16.2,0,0.032,0.025,0,0,0.3,0,3.1,0.1,14.6,
vinegar oil dressing,72,8,1.5,2.4,3.9,0.4,0.4,0,0,0,0.076,7.6,0,0,0,0,0,0.7,0.024,0,0,8.4,
poppyseed dressing,66,5.5,1,1.4,2.9,4,3.9,0.2,0.03,2.5,0.1,6.4,0.005,0.03,0.069,0.04,0.053,0.4,0.044,9.7,0.048,19.612,
honey mustard dressing,70,6.1,0.8,1.7,3.4,3.5,2.4,0.1,0.057,4.4,0.019,4.9,0.082,0.031,0.078,0.006,0.092,0.5,0.085,1.8,0.07,11.752,
french dressing fat free,21,0.024,0.067,0.088,0.097,5.1,2.6,0.01,0.4,0,0.1,10.4,0,0.04,0,0,0,0.032,0.017,0.8,0.081,6.399,
vinegar,3,0,0,0,0,0.089,0.063,0,0,0,0.024,14.1,0,0,0,0,0,0,0,0.9,0.002,1.02,
spray dressing,13,0.9,0.1,0,0,1.3,1.1,0.07,0.075,0,0.012,5.7,0,0,0,0.055,0,0,0,0.5,0.096,2.931,
honey mustard dressing fat free,25,0.2,0.031,0.1,0.056,5.8,2.7,0.2,0.2,0.2,0.2,8.4,0.01,0.077,0.019,0.3,0,0.1,0.018,3.6,0.053,10.426,
mushroom gravy,119,6.4,1,2.8,2.4,13,0,3,1,0,1.4,211.8,0,0.022,0.1,0,0,0,0,16.7,1.6,41.7,
white sauce,368,26.6,7.1,11.1,7.2,22.9,11,9.6,0.5,17.5,0.9,187.2,0.3,0.2,0.5,2,0.012,0.7,0.034,295,0.8,357.7,
marinara pasta sauce,129,3.9,0.4,1,1.3,19.9,14.5,3.7,4.8,5.3,1.1,230.7,0,0.021,0.2,5.3,0,6.3,0.042,71.3,2.1,111,
tomato sauce with mushrooms,86,0.3,0.027,0.025,0.1,20.7,14.1,3.6,3.7,0,1.1,215.5,0,0.2,0.3,30.4,0,4.7,0.049,31.9,2.2,92.8,
pork gravy powder,25,0.6,0.3,0.3,0.007,4.3,1.7,0.6,0.2,0.7,0.4,0.3,0.002,0.011,0.037,0.095,0,0.007,0.056,9.3,0.3,15.363,
beef gravy,123,5.5,2.7,2.2,0.2,11.2,0.5,8.7,0.9,7,1.5,203.8,0.079,0.068,0.064,0,0,0.013,0.005,14,1.6,41.982,
green goddess dressing,64,6.5,0.9,1.4,3.5,1.1,1,0.3,0.094,6,0.1,6.8,0.052,0.076,0.04,0.037,0,0.7,0.061,5.1,0.067,13.2,
salsa con queso,358,23.8,6.2,6.9,9.1,27.9,4.9,7.9,1.8,22.5,2,184.3,0.069,0.06,0.2,1,0,4.7,0.09,245,0.4,307.813,
cocktail sauce,19,0.2,0,0,0,4.2,1.8,0.2,0.3,0,0.2,9.9,0.002,0.078,0.069,1.7,0,0.2,0.014,3.9,0.1,10.667,
worcestershire sauce,13,0,0,0,0,3.3,1.7,0,0,0,0.2,13.4,0.036,0.023,0.051,2.2,0,0.036,0.042,18.2,0.9,24.673,
barbecue sauce,29,0.1,0.009,0.047,0.064,6.9,5.7,0.1,0.2,0,0.2,9.3,0,0.064,0.086,0.1,0,0.1,0.027,5.6,0.1,13.1,
tomato sauce with onions,103,0.5,0.007,0.047,0.2,24.4,0,3.8,4.4,0,1.3,210.9,0,0.2,0.3,31.1,0,0,0,41.7,2.3,108.2,
brown gravy dry,22,0.6,0.2,0.3,0.061,3.6,0,0.6,0.1,0.2,0.3,0.3,0.033,0.013,0.039,0.048,0,0,0,7.9,0.1,13.021,
blue cheese dressing light,14,0.4,0.1,0.2,0.1,2.1,0.6,0.3,0,1.6,0.2,12.4,0.081,0.071,0.012,0,0,0.1,0.052,10.9,0.042,13.835,
spanish tomato sauce,81,0.7,0.007,0.016,0.3,17.7,0,3.5,3.4,0,1.2,217.4,0,0.2,0.2,21,0,0,0,41.5,8.5,96.3,
oyster sauce,9,0.066,0.016,0.02,0.044,2,0,0.2,0.024,0,0.5,14.4,0,0.089,0.049,0.036,0,0,0,5.8,0.069,8.095,
cheese sauce,30,2.2,1.2,0.7,0.2,0.8,0.033,1.5,0.071,5.7,0.002,10,0.003,0.035,0.015,0.067,0.023,0.096,0.095,46.7,0.047,51.263,
hoisin sauce,35,0.5,0.036,0.2,0.3,7.1,4.4,0.5,0.4,0.5,0.3,7.1,0,0.014,0.068,0.097,0,0.046,0.031,5.1,0.2,13.882,
pickle relish,20,0.061,0.093,0.083,0.036,5.3,4.4,0.097,0.2,0,0.1,9.3,0,0,0.011,0.2,0,0.026,0.018,0.5,0.1,6.381,
tomato sauce with herbs cheese,144,4.7,1.5,0.9,2,25,0,5.2,5.4,7.3,1.3,203.6,0,0.2,0.3,24.4,0,0,0,90.3,2.1,157.1,
french dressing,73,7.2,0.9,1.3,3.4,2.5,2.6,0.1,0,0,0.1,5.8,0,0.02,0.02,0.6,0,0.8,0.065,3.8,0.1,14.3,
mayonnaise hellmanns,15,1.7,0.9,0.093,0.2,0.087,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.737,
canadian maple syrup,76,0,0,0,0,19.1,17,0,0,0,0.086,9.1,0,0.013,0.4,0,0,0,0,30.8,0.088,49.95,
maple syrup,52,0.047,0.036,0.014,0.085,13.4,13.6,0.09,0,0,0.059,6.5,0,0.063,0.3,0,0,0,0,20.4,0.014,33.895,
barbecue sauce bulls eye,27,0.1,0.028,0.019,0.033,6.4,5.6,0.1,0.2,0,0.2,8.8,0,0.003,0.085,0.094,0,0.1,0,6.9,0.1,13.891,
ranch dressing,65,6.7,1,1.4,3.9,0.9,0.7,0.2,0,3.9,0.1,6.9,0.067,0.098,0.042,0.093,0,0.015,0.3,0.024,0.085,8.046,
tomato ketchup mp,15,0,4,4,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,
mayonnaise light,36,3.3,0.5,0.8,1.9,1.4,0.5,0.032,0,2.4,0.1,9.9,0.003,0.006,0,0.09,0,0,0.3,0.05,0.039,4.966,
mayonnaise dressing,103,11.7,1.6,2.7,6.8,0.066,0.093,0,0,0,0.081,3.3,0,0.008,0.005,0,0,1.8,0.015,1.1,0,12.917,
malt syrup,67,0,0,0,0,15,15,1.3,0,0,0.05,4.4,0,0.099,0.095,0,0,0,0,12.8,0.2,29.3,
gravy dry,86,2,0.7,0.8,0.4,14.5,0,3.3,0,1,1.4,1,0,0.04,0.1,1.8,0,0,0,37.5,0.3,59.4,
cranberry orange relish,490,0.3,0.06,0,0,127.1,0,0.8,0,0,0.063,146.3,0,0.053,0.066,49.5,0,0,0,30.3,0.6,208.6,
caesar dressing,80,8.5,1.3,2,4.8,0.5,0.4,0.3,0.036,5.7,0.2,5,0.092,0.083,0.058,0.057,0.097,0.7,0.039,7.1,0.2,16.717,
italian dressing,35,3.1,0.4,0.8,1.6,1.8,1.6,0.032,0,0,0.1,9.3,0.083,0,0,0.011,0.025,0,0.3,0.059,0.063,5.108,
brown gravy instant,25,0.8,0.4,0.4,0.049,4,0.6,0.6,0.2,0.8,0.3,0.4,0,0.018,0.03,0.1,0,0.05,0.026,7.8,0.5,14,
roquefort cheese dressing,15,1.1,0.4,0.3,0.4,0.4,0.4,0.8,0,0.2,0.1,11.9,0,0.087,0.049,0.069,0,0.092,0.067,13.4,0.069,15.875,
blue cheese dressing,71,7.7,1.2,2,4.1,0.7,0.5,0.2,0.045,4.7,0.2,6,0.048,0.056,0.094,0.1,0.071,0.6,0.036,5.6,0.058,14.429,
duck sauce,80,0.063,0.033,0.065,0.04,19.7,9.9,0.1,0.2,0,0.1,12.2,0,0.021,0.09,0.3,0,0.047,0.012,3.6,0.1,24.017,
au jus,38,0.5,0.2,0.2,0.048,5.9,0,2.8,0,0,1.1,223,0,0.04,0.1,2.4,0,0,0,9.4,1.4,22.4,
corn syrup dark,57,0,0,0,0,15.5,15.5,0,0,0,0.047,4.4,0,0.025,0.045,0,0,0,0,3.6,0.044,19.122,
buttermilk dressing light,30,1.9,0.2,0.4,0.6,3.2,0.6,0.2,0.2,2.4,0.2,9.3,0.023,0.059,0.012,0.061,0,0.2,0.026,6,0.1,11.699,
cider vinegar,3,0,0,0,0,0.1,0.018,0,0,0,0.011,14,0,0,0,0,0,0,0,1,0.052,1.117,
tartar sauce,32,2.5,0.5,0.5,1.4,2,0.6,0.2,0.078,1.1,0.1,10.1,0.056,0.023,0.074,0.3,0,0.3,0.089,3.9,0.047,9.096,
pepper hot sauce,1,0.018,0.057,0.031,0.06,0.031,0.065,0.024,0.071,0,0.1,4.2,0,0.006,0.078,3.5,0,0.061,0.039,0.4,0.035,4.171,
tomato chili sauce,6,0.095,0.076,0.097,0.064,1.2,0.6,0.2,0.4,0,0.083,4.1,0,0.021,0.028,1,0,0.1,0.025,1.2,0.087,4.085,
turkey gravy dry,26,0.5,0.1,0.2,0.2,4.6,0,0.7,0,1,0.3,0.3,0.013,0.026,0.011,0.015,0,0,0,10.2,0.2,16.335,
salsa sauce,5,0.039,0.07,0.048,0.089,1.2,0.7,0.3,0.3,0,0.1,16.1,0,0.037,0.092,0.3,0,0.2,0.067,5.4,0.007,7.524,
steak sauce,16,0.004,0,0,0,3.7,1.7,0.2,0.3,0,0.3,12.1,0,0.01,0.081,1.2,0,0.2,0.015,3.2,0.2,8.815,
molasses,58,0.068,0.052,0.021,0.068,14.9,14.9,0,0,0,0.007,4.4,0,0.017,0.044,0,0,0,0,41,0.9,56.848,
italian dressing fat free,7,0.1,0.099,0.018,0.022,1.2,1.2,0.1,0.077,0.3,0.2,12,0,0.081,0.017,0.026,0,0.1,0.042,4.2,0.036,5.71,
plum sauce,35,0.2,0.094,0.007,0.1,8.1,0,0.2,0.1,0,0.1,10.2,0,0.075,0.066,0.021,0,0,0,2.3,0.3,11.246,
chow mein stir fry master foods,26,0.2,5.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,
beef gravy instant,25,0.6,0.3,0.2,0.08,4.1,1.6,0.7,0.3,0.7,0.3,0.3,0.1,0.085,0.027,0.01,0,0.002,0.021,9.4,0.4,15.598,
horseradish,2,0.085,0.007,0.005,0.029,0.6,0.4,0.003,0.2,0,0.039,4.3,0,0,0,0.081,1.2,0,0.012,0.027,0.052,1.133,
grenadine,54,0,0,0,0,13.4,9.3,0,0,0,0.038,6.5,0,0,0.064,0,0,0,0,1.2,0.011,14.63,
tabasco sauce,1,0.002,0.051,0.086,0.089,0.006,0.067,0.045,0.013,0,0.075,4.5,0,0.056,0.066,0.2,0,0.014,0.031,0.6,0.019,1.054,
sweet sour sauce,26,0.084,0,0,0,6.7,3.3,0.02,0.065,0,0.024,10.5,0,0.048,0.08,1.5,0,0.1,0.002,1.8,0.021,10.183,
salsa verde,6,0.1,0,0,0,1,0.5,0.2,0.3,0,0.034,13.4,0,0.027,0.005,1.8,0,0.097,0.003,1.4,0.079,4.826,
miso,40,1.2,0.2,0.2,0.6,5.1,1.2,2.6,1.1,0,0.7,8.6,0,0,0.045,0.04,0,0,0.065,0.094,0.046,10.193,
sprouted soybean cooked,76,4.2,0.6,0.9,2.4,6.1,0.4,8,0.8,0,0.2,74.7,0,0.2,0.052,7.8,0,0.2,0.024,55.5,1.2,83.6,
soy flour roasted,375,18.6,2.7,4.1,10.5,28.6,6.5,29.6,8.2,0,0.083,3.2,0,0.4,0.8,0,0,1.7,0.087,159.8,4.9,249.7,
soy flour low fat,330,7.8,1.1,1.3,3.7,30.7,9.3,40,14.1,0,0.085,4.1,0,1,0.2,0,0,0.5,0.023,250.8,7.2,350.6,
green soybean cooked,127,5.8,0.7,1.1,2.7,9.9,0,11.1,3.8,0,0.2,61.7,0,0,0,0.007,15.3,0,0,0,0.1,30.78,
azumaya tofu vitasoy,316,16.6,2,4.7,9.9,9.1,1.6,32.8,2.4,0,0.03,331.8,0,0,0,0,0,0,0,711,5.1,777,
soy proteins isolate,96,1,0.1,0.2,0.5,2.1,0,22.8,1.6,0,0.3,1.4,0,0.037,0.085,0,0,0,0,50.4,4.1,82,
tofu yogurt,246,4.7,0.7,1,2.7,41.8,3.2,9.2,0.5,0,0.03,203.1,0,0,0,0.048,6.6,0,0.8,0.013,0.2,56.57,
bacon meatless,446,42.5,6.7,10.2,22.2,9.1,0,15.4,3.7,0,2.1,70.5,0,6.3,0.7,0,0,9.9,0,33.1,3.5,107.3,
meatless chicken fried,304,16.6,1.5,4.2,6,11.1,0,27.7,5.6,0,0.5,73.4,0,1.7,0.5,0,0,2.5,0,54.6,5,120.6,
soymilk,109,4.8,0.5,1,2.9,8.4,6.1,7.1,1,0,0.1,221.1,0,0,0.061,0.6,17.5,0.069,6.1,0,0.3,22.2,
soy vermicelli,463,0.1,0.092,0.005,0.093,115.2,24.4,0.1,5.5,0,0.032,16.7,0,0,0,0,0,0.7,0.019,77,2.5,200.4,
tofu fried,35,2.6,0.4,0.6,1.5,1.2,0.4,2.4,0.5,0,0.021,6.6,0,0,0,0.094,0,0,0.011,0.099,0.051,6.832,
tempeh,320,17.9,3.7,5,6.4,15.6,0,30.8,0,0,0.068,99,0,0.1,0.6,0,0,0,0,184.3,4.5,253.1,
koyadofu,81,5.2,0.7,1.1,2.9,1.7,0,8.9,1.2,0,0.081,1,0,0,0,0.029,0.1,0,0,0,0.2,17.237,
meatless meatloaf,110,5,0.8,1.2,2.6,4.5,0.7,11.8,2.6,0,0.3,32.5,0,0.5,0.3,0,0,1,0,16.2,1.2,41.3,
soya vanille joghurt alpro,21,0.6,0.1,2.7,2.6,1,0.09,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,
soybean curd cheese,340,18.2,2.6,4,10.3,15.5,3.6,28.1,0,0,0.094,159.5,0,0,0.3,0,0,1.4,0.011,423,12.6,497.4,
soy sauce,8,0.054,0.025,0.059,0.099,0.8,0.097,1.3,0.1,0,0.9,11.4,0,0,0,0.01,0,0,0,0,0.031,2.293,
soybean dry roasted,419,20.1,2.9,4.4,11.4,30.4,0,36.8,7.5,0,0.077,0.7,0,0.4,0.7,4.3,0,0,0.076,130.2,3.7,233,
soybean oil,120,13.6,2.1,3.1,7.9,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.064,0,0.048,13.67,
meatless chicken,376,21.4,3.1,4.6,12.2,6.1,0,39.7,6,0,1.2,98.9,0,0.1,0.4,0,0,4.5,0,58.8,5.5,137.5,
soybean cooked,296,15.4,2.2,3.4,8.7,17.1,5.2,28.6,10.3,0,0.075,107.6,0,0,0,0.4,2.9,0,0.6,0.099,0.7,72.517,
soymilk nonfat,68,0.046,0,0,0.046,10.1,8.9,6,0.5,0,0.1,225.2,0.1,0.064,0.4,0,0.071,0.2,0.063,281.9,0.9,299.508,
soy flour,23,1.1,0.2,0.2,0.6,1.8,0.4,1.8,0.5,0,0.023,0.3,0,0,0,0.009,0,0,0.1,0.061,0.2,5.488,
soybean lecithin oil,104,13.6,2,1.5,6.2,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.015,0,0,13.6,
tofu raw,188,11.9,1.7,2.6,6.7,4.7,0,20,0.7,0,0.06,209.7,0,0.2,0.1,0.2,0,0,0,868,13.3,918.8,
soy chips,109,2.1,0.3,0.5,1.1,15,0.5,7.5,1,0,0.2,2.4,0,0.02,0.076,0,0,0.3,0.048,48.4,1.5,75.5,
green soybean raw,376,17.4,2,3.3,8.2,28.3,0,33.2,10.8,0,0.017,172.8,0,1.1,0.4,74.2,0,0,0,504.3,9.1,677.3,
soy proteins concentrate,93,0.1,0.04,0.092,0.099,7.2,0,18,1.6,0,0.3,1.6,0,0.076,0.078,0,0,0,0,102.7,3.1,132.7,
soybean margarine,34,3.8,0.8,1.8,1,0.043,0,0.052,0,0,0.005,0.7,0.067,0.06,0.051,0.077,0,0.1,0,1.4,0,5.309,
chocolate soymilk nonfat,107,0.046,0,0,0.012,20.7,8.9,6,0.5,0,0.1,214.8,0.1,0.001,0.4,0,0.062,0.3,0.021,281.9,0.9,310.107,
okara,93,2.1,0.2,0.4,0.9,15.3,0,3.9,0,0,0.07,99.6,0,0,0,0.1,0,0,0,0,0.2,21.6,
meatless meatballs,284,13,2.1,3.2,6.7,11.5,1.8,30.2,6.6,0,0.8,83.5,0,1.4,0.3,0,0,2.5,0,36,3.1,100.4,
vanilla soymilk,131,4.3,0.5,1,2.3,15.3,9.7,7.9,1.5,0,0.1,214,0,0.1,0.2,0,0,0.3,0.042,60.8,1.6,91.4,
soy meal raw,414,2.9,0.3,0.5,1.3,49,0,54.8,0,0,0.017,8.5,0,0.8,0.3,0,0,0,0,297.7,16.7,421.1,
soymilk low fat,104,1.5,0,0.5,1,17.5,8.5,4,1.9,0,0.04,218.4,0,0,0,0,0.032,0,0,199.3,1.1,225.3,
sprouted soybean raw,85,4.7,0.7,1.1,2.6,6.7,0,9.2,0.8,0,0.005,48.3,0,0,0,0.1,10.7,0,0,0,0.3,21.8,
soybean raw,830,37.1,5.4,8.2,20.9,56.1,13.6,67.9,17.3,0,0.023,15.9,0,1.6,1.6,11.2,0,1.6,0.099,515.2,29.2,734,
tempeh cooked,55,3.2,1,1.1,0.7,2.6,0,5.1,0,0,0.084,16.9,0,0.021,0.1,0,0,0,0,27.2,0.6,38.7,
